Service,Function,Method,UrlRef,File
"ObjectGroupService","update","POST","urlsApi.objectGroup.update","src/services/ObjectGroupService.ts"
"ObjectGroupService","updateConfig","POST","urlsApi.objectGroup.updateConfig","src/services/ObjectGroupService.ts"
"OperationProjectService","delete","DELETE","`${urlsApi.operationProject.delete}?id=${id}`","src/services/OperationProjectService.ts"
"OperationProjectService","detail","GET","`${urlsApi.operationProject.detail}?id=${id}`","src/services/OperationProjectService.ts"
"OperationProjectService","list","GET","`${urlsApi.operationProject.list}${convertParamsToString(params)}`","src/services/OperationProjectService.ts"
"OperationProjectService","update","POST","urlsApi.operationProject.update","src/services/OperationProjectService.ts"
"OrderService","create","POST","`${urlsApi.order.update}`","src/services/OrderService.ts"
"OrderService","delete","DELETE","`${urlsApi.order.delete}/${id}`","src/services/OrderService.ts"
"OrderService","detail","GET","`${urlsApi.order.detail}?id=${id}`","src/services/OrderService.ts"
"OrderService","list","GET","`${urlsApi.order.list}${convertParamsToString(params)}`","src/services/OrderService.ts"
"OrderService","update","POST","`${urlsApi.order.update}?id=${id}`","src/services/OrderService.ts"
"PackageService","addOrgApp","POST","urlsApi.package.addOrgApp","src/services/PackageService.ts"
"PackageService","calcPrice","POST","urlsApi.package.calcPrice","src/services/PackageService.ts"
"PackageService","delete","DELETE","`${urlsApi.package.delete}?id=${id}`","src/services/PackageService.ts"
"PackageService","detail","GET","`${urlsApi.package.detail}?id=${id}`","src/services/PackageService.ts"
"PackageService","extend","POST","urlsApi.package.extend","src/services/PackageService.ts"
"PackageService","lst","GET","`${urlsApi.package.list}${convertParamsToString(params)}`","src/services/PackageService.ts"
"PackageService","update","POST","urlsApi.package.update","src/services/PackageService.ts"
"PackageService","updateBill","POST","urlsApi.package.updateBill","src/services/PackageService.ts"
"PackageService","updateStatus","POST","`${urlsApi.package.updateStatus}`","src/services/PackageService.ts"
"PackageService","upgrade","POST","urlsApi.package.upgrade","src/services/PackageService.ts"
"PartnerAttributeService","checkDuplicated","GET","`${urlsApi.partnerAttribute.checkDuplicated}${convertParamsToString(params)}`","src/services/PartnerAttributeService.ts"
"PartnerAttributeService","delete","DELETE","`${urlsApi.partnerAttribute.delete}?id=${id}`","src/services/PartnerAttributeService.ts"
"PartnerAttributeService","list","GET","`${urlsApi.partnerAttribute.list}${convertParamsToString(params)}`","src/services/PartnerAttributeService.ts"
"PartnerAttributeService","listAll","GET","`${urlsApi.partnerAttribute.listAll}${convertParamsToString(params)}`","src/services/PartnerAttributeService.ts"
"PartnerAttributeService","update","POST","urlsApi.partnerAttribute.update","src/services/PartnerAttributeService.ts"
"PartnerCallService","delete","DELETE","`${urlsApi.partnerCall.delete}?id=${id}`","src/services/PartnerCallService.ts"
"PartnerCallService","detail","GET","`${urlsApi.partnerCall.delete}?id=${id}`","src/services/PartnerCallService.ts"
"PartnerCallService","list","GET","`${urlsApi.partnerCall.list}${convertParamsToString(params)}`","src/services/PartnerCallService.ts"
"PartnerCallService","update","POST","urlsApi.partnerCall.update","src/services/PartnerCallService.ts"
"PartnerEmailService","delete","DELETE","`${urlsApi.partnerEmail.delete}?id=${id}`","src/services/PartnerEmailService.ts"
"PartnerEmailService","detail","GET","`${urlsApi.partnerEmail.delete}?id=${id}`","src/services/PartnerEmailService.ts"
"PartnerEmailService","list","GET","`${urlsApi.partnerEmail.list}${convertParamsToString(params)}`","src/services/PartnerEmailService.ts"
"PartnerEmailService","update","POST","urlsApi.partnerEmail.update","src/services/PartnerEmailService.ts"
"PartnerService","autoProcess","POST","urlsApi.partner.autoProcess","src/services/PartnerService.ts"
"PartnerService","delete","DELETE","`${urlsApi.partner.delete}?id=${id}`","src/services/PartnerService.ts"
"PartnerService","detail","GET","`${urlsApi.partner.detail}?id=${id}`","src/services/PartnerService.ts"
"PartnerService","downloadFile","GET","`${urlsApi.partner.downloadFile}/${id}/downloadError`","src/services/PartnerService.ts"
"PartnerService","exAttributes","GET","`${urlsApi.partner.exAttributes}`","src/services/PartnerService.ts"
"PartnerService","filterTable","GET","`${urlsApi.partner.filterTable}${convertParamsToString(params)}`","src/services/PartnerService.ts"
"PartnerService","list","GET","`${urlsApi.partner.list}${convertParamsToString(params)}`","src/services/PartnerService.ts"
"PartnerService","numberFieldPartner","POST","`${urlsApi.partner.numberFieldPartner}`","src/services/PartnerService.ts"
"PartnerService","partnerExchangeDelete","DELETE","`${urlsApi.partner.partnerExchangeDelete}?id=${id}`","src/services/PartnerService.ts"
"PartnerService","partnerExchangeList","GET","`${urlsApi.partner.partnerExchangeList}${convertParamsToString(params)}`","src/services/PartnerService.ts"
"PartnerService","partnerExchangeUpdate","POST","urlsApi.partner.partnerExchangeUpdate","src/services/PartnerService.ts"
"PartnerService","update","POST","urlsApi.partner.update","src/services/PartnerService.ts"
"PartnerService","viewEmail","GET","`${urlsApi.partner.viewEmail}?id=${id}`","src/services/PartnerService.ts"
"PartnerService","viewPhone","GET","`${urlsApi.partner.viewPhone}?id=${id}`","src/services/PartnerService.ts"
"PartnerSMSService","delete","DELETE","`${urlsApi.partnerSMS.delete}?id=${id}`","src/services/PartnerSMSService.ts"
"PartnerSMSService","detail","GET","`${urlsApi.partnerSMS.delete}?id=${id}`","src/services/PartnerSMSService.ts"
"PartnerSMSService","list","GET","`${urlsApi.partnerSMS.list}${convertParamsToString(params)}`","src/services/PartnerSMSService.ts"
"PartnerSMSService","update","POST","urlsApi.partnerSMS.update","src/services/PartnerSMSService.ts"
"PaymentHistoryService","delete","DELETE","`${urlsApi.paymentHistory.delete}?id=${id}`","src/services/PaymentHistoryService.ts"
"PaymentHistoryService","filter","GET","`${urlsApi.paymentHistory.filter}${convertParamsToString(params)}`","src/services/PaymentHistoryService.ts"
"PaymentHistoryService","update","POST","urlsApi.paymentHistory.update","src/services/PaymentHistoryService.ts"
"PermissionService","deleteRequestPermission","DELETE","`${urlsApi.permission.deleteRequestPermission}?id=${id}`","src/services/PermissionService.ts"
"PermissionService","getPermissionResources","GET","`${urlsApi.permission.getPermissionResources}`","src/services/PermissionService.ts"
"PermissionService","permissionClone","POST","urlsApi.permission.permissionClone","src/services/PermissionService.ts"
"PermissionService","permissionDepartment","GET","`${urlsApi.permission.permissionDepartment}?departmentId=${id}&name=${name}&app=crm`","src/services/PermissionService.ts"
"PermissionService","permissionDepartmentAdd","POST","urlsApi.permission.permissionDepartmentAdd","src/services/PermissionService.ts"
"PermissionService","permissionDepartmentDelete","DELETE","urlsApi.permission.permissionDepartmentDelete","src/services/PermissionService.ts"
"PermissionService","requestPermissionSource","GET","`${urlsApi.permission.requestPermissionSource}${convertParamsToString(params)}`","src/services/PermissionService.ts"
"PermissionService","requestPermissionTarget","GET","`${urlsApi.permission.requestPermissionTarget}${convertParamsToString(params)}`","src/services/PermissionService.ts"
"PermissionService","updateApprovePermission","POST","urlsApi.permission.updateApprovePermission","src/services/PermissionService.ts"
"PermissionService","updateRejectPermission","POST","urlsApi.permission.updateRejectPermission","src/services/PermissionService.ts"
"PermissionService","updateRequestPermission","POST","urlsApi.permission.updateRequestPermission","src/services/PermissionService.ts"
"PlaceholderService","contact","GET","`${urlsApi.placeholder.contact}${convertParamsToString(params)}`","src/services/PlaceholderService.ts"
"PlaceholderService","contract","GET","`${urlsApi.placeholder.contract}${convertParamsToString(params)}`","src/services/PlaceholderService.ts"
"PlaceholderService","contractWarranty","GET","`${urlsApi.placeholder.contractWarranty}${convertParamsToString(params)}`","src/services/PlaceholderService.ts"
"PlaceholderService","customer","GET","`${urlsApi.placeholder.customer}${convertParamsToString(params)}`","src/services/PlaceholderService.ts"
"PlaceholderService","guarantee","GET","`${urlsApi.placeholder.guarantee}${convertParamsToString(params)}`","src/services/PlaceholderService.ts"
"PositionService","delete","DELETE","`${urlsApi.position.delete}?id=${id}`","src/services/PositionService.ts"
"PositionService","list","GET","`${urlsApi.position.list}${convertParamsToString(params)}`","src/services/PositionService.ts"
"PositionService","update","POST","urlsApi.position.update","src/services/PositionService.ts"
"ProcessedObjectService","bpmArtifactData","GET","`${urlsApi.processedObject.bpmArtifactData}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","bpmExecListNode","GET","`${urlsApi.processedObject.bpmExecListNode}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","bpmParticipantProcesslog","GET","`${urlsApi.processedObject.bpmParticipantProcesslog}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","bpmProcess","POST","urlsApi.processedObject.bpmProcess","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","bpmStart","POST","urlsApi.processedObject.bpmStart","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","cloneQuote","POST","urlsApi.processedObject.cloneQuote","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","delete","DELETE","`${urlsApi.processedObject.delete}?id=${id}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","deleteQuoteContract","DELETE","`${urlsApi.quote.deleteQuoteContract}?quoteId=${id}&contractId=${contractId}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","list","GET","`${urlsApi.processedObject.lst}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","listQuoteContract","GET","`${urlsApi.quote.lstQuoteContract}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","processedObjectLog","GET","`${urlsApi.processedObject.processedObjectLog}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","quoteFormDelete","DELETE","`${urlsApi.quote.quoteFormDelete}?id=${id}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","quoteFormLst","GET","`${urlsApi.quote.quoteFormLst}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","quoteFormUpdate","POST","`${urlsApi.quote.quoteFormUpdate}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","quoteFormUpdatePostion","POST","urlsApi.quote.quoteFormUpdatePostion","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","resetSignature","GET","`${urlsApi.processedObject.resetSignal}${convertParamsToString(params)}`","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","update","POST","urlsApi.processedObject.update","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","updateProcess","POST","urlsApi.processedObject.updateProcess","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","updateProcessInstance","POST","urlsApi.processedObject.updateProcessInstance","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","updateQuoteContract","POST","urlsApi.quote.updateQuoteContract","src/services/ProcessedObjectService.ts"
"ProcessedObjectService","updateStatus","POST","urlsApi.processedObject.updateStatus","src/services/ProcessedObjectService.ts"
"ProcurementService","delete","DELETE","`${urlsApi.procurement.delete}?id=${id}`","src/services/ProcurementService.ts"
"ProcurementService","detail","GET","`${urlsApi.procurement.detail}?id=${id}`","src/services/ProcurementService.ts"
"ProcurementService","list","GET","`${urlsApi.procurement.list}${convertParamsToString(params)}`","src/services/ProcurementService.ts"
"ProcurementService","update","POST","urlsApi.procurement.update","src/services/ProcurementService.ts"
"ProcurementTypeService","delete","DELETE","`${urlsApi.procurementType.delete}?id=${id}`","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","detail","GET","`${urlsApi.procurementType.detail}?id=${id}`","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","importFile","POST","urlsApi.procurementType.importFile","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","list","GET","`${urlsApi.procurementType.list}${convertParamsToString(params)}`","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","listProcurementGroup","GET","`${urlsApi.procurementType.listProcurementGroup}${convertParamsToString(params)}`","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","update","POST","urlsApi.procurementType.update","src/services/ProcurementTypeService.ts"
"ProcurementTypeService","updateActive","POST","urlsApi.procurementType.updateStatus","src/services/ProcurementTypeService.ts"
"ProductDemandService","delete","DELETE","`${urlsApi.productDemand.delete}?id=${id}`","src/services/fintech/ProductDemandService.ts"
"ProductDemandService","get","GET","`${urlsApi.productDemand.get}?id=${id}`","src/services/fintech/ProductDemandService.ts"
"ProductDemandService","list","GET","`${urlsApi.productDemand.lst}${convertParamsToString(params)}`","src/services/fintech/ProductDemandService.ts"
"ProductDemandService","update","POST","urlsApi.productDemand.update","src/services/fintech/ProductDemandService.ts"
"ProductIdApiService","list","GET","`${urlsApi.productIdApi.list}${convertParamsToString(params)}`","src/services/ProductIdApiService.ts"
"ProductService","delete","DELETE","`${urlsApi.product.delete}?id=${id}`","src/services/ProductService.ts"
"ProductService","detail","GET","`${urlsApi.product.detail}?id=${id}`","src/services/ProductService.ts"
"ProductService","filterWarehouse","GET","`${urlsApi.product.filterWarehouse}${convertParamsToString(params)}`","src/services/ProductService.ts"
